makespan,score
1539,8220.0
1376,6510.0
1368,5760.0
1339,7470.0
1302,6570.0
1418,7200.0
1490,6720.0
1330,5280.0
1281,6630.0
1397,7950.0
1179,5610.0
1417,7440.0
1391,6090.0
1423,6840.0
1325,5940.0
1242,6420.0
1403,9030.0
1310,6810.0
1372,5700.0
1249,7620.0
1159,6540.0
1435,6330.0
1400,7320.0
1239,6660.0
1310,6960.0
1441,7230.0
1272,7440.0
1307,5250.0
1459,6990.0
1568,7920.0
1299,6000.0
1488,7860.0
1325,5850.0
1400,6510.0
1421,6300.0
1461,4950.0
1342,7740.0
1302,6600.0
1251,6690.0
1280,5940.0
1373,6750.0
1294,8220.0
1340,5880.0
1395,7200.0
1466,6000.0
1196,5640.0
1506,5970.0
1223,8640.0
1485,6120.0
1459,6450.0
1325,6510.0
1331,7320.0
1339,7320.0
1445,6840.0
1406,7140.0
1461,7380.0
1457,7110.0
1393,6630.0
1263,7410.0
1232,6120.0
1276,6840.0
1342,7020.0
1300,6270.0
1552,8070.0
1269,6240.0
1461,6270.0
1461,7890.0
1313,6330.0
1324,6810.0
1414,8820.0
1345,8070.0
1215,5130.0
1484,6660.0
1356,8130.0
1374,7200.0
1421,8130.0
1387,6990.0
1258,7350.0
1451,7620.0
1395,6360.0
1203,6390.0
1291,7110.0
1299,7410.0
1535,7260.0
1394,6630.0
1350,6810.0
1359,6450.0
1145,6390.0
1501,7950.0
1415,7410.0
1524,8910.0
1517,7770.0
1269,7650.0
1484,6900.0
1418,6510.0
1298,5700.0
1362,8280.0
1346,6810.0
1278,6120.0
1240,7050.0
1510,7380.0
1440,6630.0
1361,7260.0
1323,7530.0
1379,7140.0
1252,7980.0
1258,6300.0
1371,6570.0
1310,6960.0
1374,7200.0
1186,5700.0
1466,6510.0
1275,6360.0
1408,6780.0
1356,6480.0
1366,6420.0
1329,6480.0
1310,5850.0
1370,7350.0
1312,6990.0
1311,7200.0
1376,5940.0
1399,6390.0
1421,6450.0
1502,7230.0
1263,6690.0
1425,9150.0
1310,6690.0
1232,6390.0
1244,7740.0
1270,6600.0
1294,7650.0
1355,5520.0
1252,8370.0
1346,7020.0
1302,7770.0
1376,6870.0
1488,6480.0
1286,6480.0
1314,7650.0
1293,7740.0
1267,6840.0
1434,6750.0
1273,7770.0
1267,7650.0
1543,7290.0
1520,6810.0
1484,6450.0
1483,7350.0
1314,6810.0
1529,6180.0
1467,8130.0
1460,7770.0
1448,7440.0
1438,6600.0
1448,8820.0
1252,6240.0
1340,6420.0
1371,6780.0
1271,6360.0
1488,7650.0
1341,8430.0
1251,5310.0
1307,6360.0
1244,6150.0
1175,5460.0
1368,8910.0
1249,6300.0
1280,6450.0
1667,9090.0
1434,8010.0
1420,6750.0
1397,6120.0
1452,6780.0
1186,5940.0
1303,6330.0
1319,6750.0
1426,9210.0
1346,5880.0
1247,5910.0
1420,7620.0
1221,5910.0
1287,6870.0
1251,6360.0
1335,4170.0
1376,5910.0
1230,5400.0
1364,8310.0
1481,6330.0
1398,7560.0
1333,5820.0
1160,6870.0
1335,5970.0
1493,8100.0
1163,6330.0
1373,6690.0
1519,6960.0
1449,10050.0
1290,5880.0
1432,7410.0
1310,6960.0
1301,6600.0
1244,7200.0
1286,5820.0
1325,5850.0
1225,6360.0
1403,6270.0
1446,5820.0
1255,6570.0
1313,6960.0
1310,6960.0
1301,8520.0
1209,5730.0
1395,6510.0
1201,6720.0
1400,7260.0
1293,7740.0
1240,6960.0
1267,6300.0
1336,6930.0
1231,6360.0
1145,6390.0
1145,6390.0
1296,6750.0
1224,5610.0
1396,6150.0
1214,6990.0
1400,8520.0
1263,6690.0
1448,7440.0
1191,6090.0
1241,5640.0
1248,8610.0
1178,5970.0
1454,6660.0
1367,8220.0
1266,5550.0
1386,6330.0
1332,6300.0
1342,7020.0
1283,6240.0
1162,5850.0
1377,5940.0
1233,7380.0
1438,6690.0
1400,5430.0
1243,6120.0
1447,8280.0
1234,5850.0
1379,7080.0
1532,8220.0
1435,7560.0
1439,6780.0
1206,6180.0
1203,6360.0
1159,6330.0
1186,5910.0
1346,5880.0
1370,6240.0
1398,7380.0
1420,7410.0
1318,6900.0
1310,7020.0
1293,6180.0
1215,6840.0
1290,6900.0
1261,5730.0
1213,5490.0
1329,6870.0
1543,6840.0
1430,7290.0
1307,6660.0
1184,6690.0
1339,7680.0
1305,7440.0
1287,6870.0
1231,5250.0
1188,6990.0
1449,5970.0
1272,5370.0
1243,5490.0
1392,7530.0
1378,6690.0
1430,8520.0
1320,8220.0
1350,6330.0
1493,7860.0
1441,5820.0
1265,6870.0
1266,5490.0
1339,6690.0
1299,7560.0
1357,6810.0
1284,7140.0
1267,7260.0
1302,7380.0
1211,7020.0
1318,7200.0
1274,6750.0
1225,6360.0
1257,6840.0
1261,6840.0
1431,6900.0
1461,7440.0
1285,7680.0
1335,6270.0
1308,6240.0
1365,6330.0
1298,6510.0
1293,6660.0
1354,7380.0
1219,5280.0
1224,6960.0
1426,6540.0
1262,6270.0
1351,7500.0
1254,6930.0
1466,8490.0
1408,5700.0
1163,4110.0
1159,6330.0
1385,6240.0
1331,6420.0
1376,7710.0
1287,6900.0
1296,6750.0
1298,6000.0
1308,6060.0
1345,6300.0
1278,7140.0
1232,6120.0
1319,6750.0
1403,7020.0
1440,5970.0
1345,6870.0
1329,5550.0
1327,5820.0
1270,6360.0
1257,5820.0
1264,6840.0
1291,6030.0
1238,6090.0
1323,7800.0
1384,5820.0
1297,7530.0
1231,5250.0
1250,6330.0
1204,6420.0
1260,7020.0
1226,7080.0
1191,7170.0
