makespan,score
1617,940.0
1665,640.0
1677,540.0
1354,620.0
1648,680.0
1483,380.0
1443,600.0
1593,500.0
1578,620.0
1826,700.0
1946,800.0
1856,700.0
1688,680.0
1716,740.0
1326,680.0
1709,640.0
1669,760.0
1451,820.0
1762,640.0
1467,860.0
1772,700.0
1491,600.0
1586,740.0
1770,840.0
1774,620.0
1445,900.0
1513,700.0
1558,640.0
1714,640.0
1708,520.0
1781,900.0
1832,720.0
1492,560.0
1316,420.0
1881,1040.0
1751,480.0
1585,640.0
1942,820.0
1364,360.0
1685,920.0
1606,740.0
2038,940.0
1749,1020.0
1644,740.0
1534,660.0
1588,680.0
1595,740.0
1382,600.0
1574,600.0
1429,640.0
1616,620.0
1733,880.0
1997,1020.0
1910,820.0
1463,920.0
1407,680.0
1594,820.0
1530,580.0
1588,680.0
1781,760.0
1707,900.0
1313,500.0
1722,1020.0
1890,900.0
1480,640.0
1564,780.0
1545,460.0
1654,640.0
1369,920.0
1814,480.0
1660,860.0
1664,820.0
1562,860.0
1622,660.0
1685,640.0
1931,700.0
1723,780.0
1591,520.0
1724,640.0
1648,1060.0
1532,560.0
1582,860.0
1610,940.0
1507,660.0
1548,820.0
1865,760.0
1774,540.0
1445,320.0
1733,1020.0
1731,860.0
1534,660.0
1610,820.0
1477,460.0
1909,740.0
1764,780.0
1657,880.0
1645,820.0
1451,640.0
1712,620.0
1656,840.0
1325,600.0
1840,960.0
1476,900.0
1655,820.0
1521,640.0
1675,740.0
1507,920.0
1497,620.0
1884,640.0
1496,500.0
1538,340.0
1595,440.0
1678,780.0
1670,660.0
1762,740.0
1445,320.0
1604,640.0
1568,460.0
1442,580.0
1592,520.0
1557,760.0
1741,580.0
1541,700.0
1305,360.0
1534,680.0
1470,560.0
1404,680.0
1659,680.0
1712,560.0
1751,760.0
1325,600.0
1802,620.0
1199,460.0
1514,560.0
1549,600.0
1390,460.0
1857,680.0
1445,780.0
1387,660.0
1620,520.0
1362,560.0
1529,640.0
1806,760.0
1410,820.0
1573,580.0
1987,500.0
1797,520.0
1588,600.0
1344,680.0
1382,620.0
1325,600.0
1591,520.0
1627,520.0
1744,620.0
1412,500.0
1641,820.0
1473,780.0
1432,680.0
1645,720.0
1536,700.0
1779,540.0
1596,580.0
1326,540.0
1611,780.0
1471,220.0
2055,740.0
1599,680.0
1688,1060.0
1399,500.0
1664,640.0
1494,680.0
1840,620.0
1512,500.0
1497,800.0
1609,560.0
1427,680.0
1307,580.0
1505,480.0
1314,480.0
1512,860.0
1729,520.0
1570,700.0
1683,840.0
1578,440.0
1712,720.0
1488,640.0
1449,600.0
1647,580.0
1302,520.0
1497,700.0
1635,620.0
1547,520.0
1478,520.0
1582,620.0
1509,660.0
1577,780.0
1676,660.0
1437,420.0
1808,680.0
1588,640.0
1560,620.0
1502,740.0
1389,800.0
1629,540.0
1513,700.0
1628,840.0
1457,600.0
1681,860.0
1474,840.0
1575,560.0
1595,700.0
1501,720.0
1325,740.0
1387,600.0
1485,600.0
1315,440.0
1777,760.0
1531,500.0
1665,820.0
1415,560.0
1383,740.0
1735,500.0
1646,680.0
1352,640.0
1514,440.0
1527,700.0
1543,540.0
2007,940.0
1736,980.0
1503,580.0
1556,620.0
1540,640.0
1427,780.0
1357,500.0
1641,440.0
1228,420.0
1585,460.0
1694,840.0
1875,900.0
1614,880.0
1629,580.0
1521,560.0
1634,880.0
1730,400.0
1631,620.0
1483,800.0
1396,540.0
1534,660.0
1673,820.0
1459,520.0
1508,660.0
1333,340.0
1538,820.0
1912,640.0
1784,980.0
1470,380.0
1774,540.0
1332,480.0
1726,600.0
1607,820.0
1599,500.0
1349,660.0
1892,820.0
1750,760.0
1544,540.0
1462,560.0
1418,440.0
1400,280.0
1228,420.0
1529,520.0
1562,820.0
1552,560.0
1199,460.0
1520,720.0
1490,520.0
1619,660.0
1276,540.0
1539,720.0
1632,700.0
1575,720.0
1532,540.0
1435,600.0
1375,380.0
1624,460.0
1646,720.0
1637,560.0
1497,700.0
1560,620.0
1736,720.0
1523,460.0
1582,660.0
1594,280.0
1494,360.0
1666,540.0
1358,660.0
1536,740.0
1740,680.0
1721,660.0
1425,460.0
1275,340.0
1488,600.0
1544,560.0
1444,800.0
1639,760.0
1946,860.0
1691,680.0
1716,740.0
1520,800.0
1576,420.0
1676,740.0
1654,720.0
1606,1080.0
1610,460.0
1675,780.0
1409,600.0
1479,440.0
1614,840.0
1596,420.0
1199,460.0
1644,740.0
1582,820.0
1629,580.0
1498,500.0
1772,720.0
1405,440.0
1835,740.0
1530,820.0
1437,540.0
1502,540.0
1524,760.0
1638,560.0
1380,400.0
1438,680.0
1561,820.0
1577,780.0
1663,800.0
1508,620.0
1545,660.0
1749,860.0
1545,500.0
1776,840.0
1618,800.0
1199,460.0
1179,520.0
1560,720.0
1573,840.0
1630,660.0
1403,600.0
1555,460.0
1629,800.0
1755,700.0
1872,500.0
1661,480.0
1425,480.0
1395,280.0
1569,600.0
1655,800.0
1575,700.0
1607,720.0
1716,780.0
1486,620.0
1325,600.0
1585,580.0
1588,880.0
1513,800.0
1425,740.0
1348,500.0
1821,900.0
1511,540.0
1669,420.0
1412,500.0
1302,580.0
1685,820.0
1672,700.0
1650,900.0
1749,740.0
1320,440.0
1611,820.0
1569,800.0
1713,660.0
1418,600.0
1435,620.0
1437,580.0
1688,680.0
1508,460.0
1629,400.0
1590,660.0
1453,840.0
1501,720.0
1359,520.0
1366,520.0
1651,800.0
1484,480.0
1409,520.0
1609,820.0
1488,740.0
1694,720.0
1647,920.0
1245,620.0
1278,540.0
1497,800.0
1497,800.0
1700,860.0
1408,580.0
1535,400.0
1763,1040.0
1717,920.0
1663,660.0
1164,420.0
1474,420.0
1663,660.0
1615,940.0
1669,660.0
1467,640.0
2095,820.0
1530,500.0
1726,580.0
1452,460.0
1817,620.0
1368,580.0
1278,540.0
1278,560.0
1411,380.0
1334,460.0
1537,560.0
1634,760.0
1425,760.0
2091,900.0
1612,1080.0
1424,680.0
1765,760.0
1259,460.0
1179,520.0
1501,720.0
1515,520.0
1725,620.0
1561,580.0
1428,480.0
1581,560.0
1537,500.0
1297,400.0
1330,460.0
1364,600.0
1901,920.0
1392,620.0
1379,440.0
1878,880.0
1527,460.0
1554,760.0
1383,740.0
1541,480.0
1380,300.0
1482,860.0
1587,660.0
1529,800.0
1476,780.0
1612,700.0
1643,600.0
1469,700.0
1368,240.0
1329,460.0
1429,500.0
1515,860.0
1395,520.0
1283,580.0
1199,460.0
1204,460.0
1403,460.0
1391,580.0
1433,380.0
1475,440.0
1450,500.0
1418,600.0
1179,520.0
1768,800.0
1638,680.0
1409,520.0
1438,680.0
1319,320.0
1238,460.0
1773,640.0
1447,580.0
1277,600.0
1432,660.0
1459,640.0
1506,620.0
1444,500.0
1598,580.0
1527,460.0
1317,340.0
1645,800.0
1314,480.0
1469,280.0
1537,500.0
1515,1020.0
1547,580.0
1817,620.0
1474,420.0
1242,400.0
1607,640.0
1527,460.0
1302,440.0
1275,340.0
1374,600.0
1659,540.0
1599,520.0
1387,420.0
1179,520.0
1365,580.0
1334,560.0
1635,440.0
1485,920.0
1534,700.0
1546,480.0
1850,640.0
1436,480.0
1594,640.0
1454,640.0
1334,480.0
1479,520.0
1529,800.0
1326,520.0
1306,600.0
1607,640.0
1420,680.0
1466,380.0
1478,760.0
1468,620.0
1176,380.0
1189,460.0
1515,520.0
1287,420.0
1710,520.0
1280,280.0
1269,320.0
1554,780.0
1577,380.0
1607,860.0
1841,700.0
1400,680.0
1573,840.0
1388,400.0
1526,520.0
1334,580.0
1688,760.0
1769,780.0
1258,580.0
1757,660.0
1205,420.0
1342,420.0
1409,560.0
1612,1080.0
1607,640.0
1469,700.0
1456,780.0
1976,980.0
1413,560.0
1252,600.0
1471,660.0
1179,520.0
1893,940.0
1628,440.0
1514,440.0
1672,680.0
1369,480.0
1696,680.0
1395,520.0
1496,360.0
1508,520.0
1178,260.0
1484,320.0
1487,700.0
1347,540.0
1296,480.0
1433,300.0
1519,780.0
1341,620.0
1646,760.0
1614,880.0
1233,480.0
1371,640.0
1366,520.0
1741,780.0
1225,400.0
1622,360.0
1671,660.0
1331,420.0
1646,740.0
1577,420.0
1606,620.0
1319,520.0
1291,520.0
1558,580.0
1454,320.0
1409,260.0
1472,500.0
1178,260.0
1278,540.0
1325,540.0
1302,440.0
1636,460.0
1415,480.0
