makespan,score
1328,7770.0
1413,7110.0
1466,6540.0
1402,5820.0
1320,7200.0
1372,7110.0
1585,7170.0
1393,8010.0
1604,8730.0
1396,5940.0
1615,6570.0
1410,8100.0
1422,7710.0
1421,6510.0
1258,7860.0
1281,6210.0
1223,6960.0
1368,6480.0
1465,6690.0
1331,7470.0
1303,6510.0
1301,7020.0
1215,6690.0
1381,7560.0
1318,8550.0
1269,5700.0
1364,7290.0
1265,6270.0
1402,6660.0
1292,7590.0
1283,6600.0
1394,6870.0
1318,6780.0
1274,7950.0
1519,6480.0
1358,8130.0
1368,6300.0
1328,6090.0
1451,6060.0
1283,6570.0
1494,6750.0
1439,6870.0
1591,7050.0
1207,7350.0
1331,6000.0
1330,7710.0
1281,7890.0
1497,7560.0
1420,8370.0
1428,7470.0
1386,6720.0
1338,6840.0
1388,7290.0
1503,8280.0
1318,6540.0
1242,6090.0
1423,8010.0
1347,6630.0
1577,7200.0
1354,7140.0
1340,7320.0
1419,7770.0
1267,8970.0
1318,6030.0
1207,6240.0
1354,7710.0
1441,7770.0
1332,5580.0
1361,6930.0
1271,5490.0
1370,7320.0
1383,6810.0
1269,6720.0
1427,5520.0
1422,6390.0
1457,7050.0
1368,6870.0
1255,5790.0
1312,7350.0
1342,5820.0
1495,7830.0
1382,5190.0
1439,7020.0
1258,5610.0
1240,6900.0
1529,6000.0
1422,7470.0
1410,6210.0
1265,6720.0
1474,8370.0
1502,6570.0
1384,6150.0
1385,6660.0
1359,5700.0
1374,5490.0
1351,7170.0
1266,6540.0
1285,7500.0
1267,6570.0
1355,8370.0
1319,5190.0
1272,6240.0
1398,6420.0
1252,7140.0
1436,6840.0
1346,8160.0
1617,6420.0
1397,6240.0
1315,7200.0
1290,6240.0
1488,8040.0
1427,5430.0
1315,6930.0
1372,7020.0
1251,7710.0
1460,6690.0
1450,8310.0
1378,6360.0
1300,6930.0
1436,6300.0
1394,6660.0
1344,6420.0
1344,6690.0
1319,6840.0
1324,6180.0
1348,7410.0
1306,6600.0
1266,7830.0
1426,6210.0
1630,7380.0
1380,5910.0
1210,7080.0
1277,5400.0
1237,6600.0
1343,7860.0
1251,6300.0
1324,6510.0
1388,7110.0
1126,7170.0
1416,7200.0
1413,7110.0
1361,6990.0
1415,8520.0
1418,7350.0
1330,7530.0
1383,6750.0
1289,5400.0
1235,6420.0
1365,6360.0
1233,6330.0
1192,6450.0
1312,6150.0
1495,7830.0
1328,7770.0
1219,6900.0
1206,6810.0
1342,5820.0
1389,7110.0
1271,7290.0
1440,6390.0
1298,5370.0
1202,6210.0
1342,5820.0
1207,6120.0
1193,6210.0
