,Data,Mode,Makespan,Time
1,abz5,Plain,1618,2.368650197982788
2,abz5,Plain,1541,2.320761203765869
3,abz5,Fitness,1609,2.3188281059265137
4,abz5,Fitness,1662,2.3189735412597656
