makespan,score
1364,7350.0
1305,6570.0
1426,7710.0
1425,5820.0
1310,6960.0
1351,7800.0
1435,8220.0
1322,8130.0
1391,8010.0
1214,6960.0
1482,7290.0
1408,7710.0
1410,7200.0
1323,7260.0
1228,7140.0
1402,7170.0
1357,7230.0
1323,6930.0
1403,6720.0
1420,7140.0
1353,6360.0
1312,7260.0
1399,6270.0
1276,7530.0
1461,7890.0
1321,7350.0
1640,8400.0
1504,6600.0
1213,5760.0
1411,6540.0
1405,6870.0
1366,6750.0
1329,6000.0
1336,7290.0
1429,8250.0
1340,7860.0
1354,7290.0
1385,5430.0
1314,7830.0
1539,7620.0
1411,7110.0
1373,6990.0
1371,6270.0
1322,7200.0
1419,8490.0
1393,6990.0
1246,6930.0
1404,8130.0
1352,7560.0
1166,5910.0
1403,7440.0
1396,5790.0
1423,7170.0
1420,7320.0
1378,6660.0
1353,7080.0
1176,6720.0
1309,7560.0
1485,6750.0
1279,7890.0
1417,7470.0
1357,5670.0
1165,5790.0
1513,8220.0
1361,6630.0
1457,6870.0
1450,6690.0
1382,7290.0
1351,5790.0
1386,7920.0
1394,6300.0
1259,6870.0
1292,7560.0
1486,7140.0
1674,8460.0
1337,7260.0
1300,8040.0
1324,6810.0
1266,7950.0
1337,7980.0
1461,8970.0
1347,7500.0
1388,7380.0
1376,7320.0
1251,6240.0
1392,6420.0
1351,6840.0
1338,6930.0
1415,7200.0
1370,6990.0
1413,6420.0
1466,8490.0
1281,6570.0
1216,6810.0
1537,7620.0
1478,7110.0
1279,7110.0
1596,7920.0
1302,5610.0
1360,7560.0
1401,7680.0
1396,6120.0
1382,8310.0
1373,7650.0
1383,7830.0
1320,6540.0
1215,7590.0
1437,8250.0
1305,5850.0
1371,6960.0
1349,7410.0
1198,6420.0
1370,8250.0
1251,6270.0
1365,6390.0
1462,6810.0
1372,6270.0
1232,5790.0
1198,6060.0
1166,5880.0
1262,5850.0
1427,7050.0
1247,5640.0
1370,6990.0
1318,6030.0
1461,5220.0
1426,7110.0
1331,5880.0
1269,6060.0
1311,6000.0
1334,8670.0
1300,4680.0
1294,7110.0
1363,7500.0
1422,6120.0
1425,8130.0
1366,6120.0
1336,6870.0
1382,7290.0
1382,6990.0
1332,6060.0
1369,7710.0
1351,7020.0
1341,6270.0
1548,5610.0
1402,6570.0
1348,5940.0
1194,6330.0
1374,6120.0
1272,7320.0
1262,5790.0
1427,7830.0
1385,5700.0
1423,7500.0
1263,6900.0
1270,5760.0
1228,6810.0
1497,7200.0
1375,7680.0
1399,6510.0
1256,6300.0
1279,6090.0
1357,5970.0
1192,7200.0
1150,6480.0
1462,6540.0
1433,7410.0
1292,6600.0
1404,6870.0
1312,6240.0
1293,6360.0
1234,5700.0
1412,8130.0
1211,6030.0
1405,7080.0
1361,6630.0
1322,5790.0
1219,6750.0
1444,7260.0
1301,6540.0
1403,7440.0
1305,5880.0
1110,6360.0
1518,6810.0
1459,6000.0
1368,6300.0
1265,5850.0
1276,5550.0
1429,8220.0
1373,6000.0
1329,6000.0
1326,6570.0
1417,5970.0
1336,6750.0
1310,6900.0
1423,7470.0
1145,6660.0
1371,7410.0
1240,6240.0
1316,6720.0
1318,5280.0
1364,6630.0
1437,6720.0
1405,7530.0
1352,7530.0
1548,5610.0
1150,6720.0
1349,6150.0
1503,6750.0
1299,7140.0
1269,6240.0
1354,6330.0
1462,6540.0
1285,6090.0
1304,7320.0
1089,7200.0
1300,5400.0
1420,7470.0
1279,8070.0
1272,6420.0
1168,6900.0
1190,6540.0
1389,6210.0
1280,6630.0
1341,5580.0
1363,7680.0
1383,6270.0
1333,5310.0
1333,7290.0
1303,6630.0
1651,6570.0
1354,7560.0
1393,6990.0
1197,6720.0
1249,5970.0
1228,6810.0
1349,7530.0
1284,7470.0
1450,7110.0
1319,6120.0
1392,5100.0
1510,7350.0
1178,7200.0
1274,7140.0
1264,5730.0
1278,7350.0
1226,5520.0
1359,6090.0
1311,6420.0
1299,5820.0
1336,5640.0
1360,6150.0
1319,5670.0
1229,7560.0
1460,6210.0
1281,6780.0
1212,5820.0
1407,6870.0
1321,7050.0
1382,7260.0
1374,6300.0
1445,6690.0
1221,5010.0
1245,5460.0
1340,7440.0
1173,4590.0
1273,6930.0
1324,6030.0
1441,7230.0
1286,5910.0
1323,7500.0
1406,6840.0
1287,6270.0
1349,7650.0
1481,7650.0
1394,7890.0
1332,5640.0
1431,7620.0
1373,5670.0
1481,8100.0
1277,7320.0
1301,6450.0
1444,6780.0
1310,5310.0
1242,5580.0
1333,5250.0
1319,8670.0
1203,5280.0
1293,5880.0
1311,6810.0
1250,4650.0
1300,5400.0
1226,7800.0
1343,5820.0
1192,7200.0
1234,6000.0
1378,6150.0
1416,7320.0
1359,6060.0
1281,6510.0
1344,6840.0
1368,5820.0
1371,7080.0
1331,6390.0
1285,6480.0
1249,5550.0
1347,6240.0
1331,6570.0
1498,5130.0
1567,8280.0
1327,7860.0
1237,7260.0
1368,6420.0
1201,5940.0
1355,6270.0
1351,6900.0
1331,5970.0
1272,5640.0
1389,6060.0
1326,5760.0
1485,6930.0
1124,4920.0
1318,6180.0
1226,5670.0
1252,6990.0
1286,6060.0
1193,5190.0
1233,6210.0
1331,6420.0
1422,7980.0
1336,5640.0
1338,5820.0
1303,5310.0
1346,7320.0
1462,6690.0
1234,5700.0
1347,6840.0
1617,5880.0
1170,7770.0
1360,6150.0
1272,6390.0
1354,7200.0
1404,7650.0
1408,5670.0
1648,6870.0
1360,6570.0
1249,5550.0
1187,7050.0
1335,5070.0
1332,6870.0
1276,6600.0
1219,6060.0
1286,5760.0
1170,5910.0
1362,5970.0
1193,5400.0
1241,7800.0
1375,6480.0
1308,6450.0
1261,6810.0
1207,4650.0
1280,5850.0
1238,4770.0
1250,6480.0
1146,5940.0
1353,5370.0
1444,6150.0
1175,4740.0
1330,7320.0
1471,6270.0
1466,6510.0
1216,5640.0
1336,5730.0
1128,5190.0
1335,6600.0
1342,4890.0
1238,5610.0
1199,5910.0
1398,6600.0
1420,6330.0
1364,5790.0
1115,5730.0
1276,6600.0
1238,4710.0
1215,4800.0
1222,5460.0
1280,6000.0
1389,7020.0
1263,4860.0
1192,4920.0
1156,4140.0
1378,7170.0
1336,5640.0
1170,5820.0
1325,6660.0
1378,6450.0
1253,6540.0
1124,4890.0
1192,4710.0
1307,6000.0
1211,5580.0
1278,6420.0
1174,6000.0
1369,7530.0
1385,5910.0
1187,7050.0
1351,6120.0
1141,5370.0
1357,7050.0
1195,5310.0
1499,6630.0
1292,5400.0
