makespan,score
1572,540.0
1436,380.0
1574,740.0
1421,680.0
1665,700.0
1463,560.0
1558,480.0
1611,800.0
1682,700.0
1396,520.0
1853,1140.0
1387,520.0
1862,700.0
1410,460.0
1611,620.0
1802,780.0
1900,800.0
1670,680.0
1537,340.0
1914,580.0
1700,820.0
1567,580.0
1541,720.0
1319,440.0
2018,880.0
1727,900.0
1743,720.0
1400,440.0
1905,1140.0
1531,660.0
1537,520.0
1356,580.0
1862,820.0
1626,860.0
1653,760.0
1832,1040.0
1471,480.0
1444,460.0
1450,500.0
1600,520.0
1670,1060.0
1593,560.0
1528,820.0
1507,860.0
1595,700.0
1680,620.0
1555,480.0
1796,480.0
1434,840.0
1642,480.0
1562,440.0
1642,700.0
1749,780.0
1920,500.0
1586,600.0
1602,500.0
1712,480.0
1530,560.0
1593,560.0
1860,540.0
1506,620.0
1406,600.0
1831,680.0
1755,840.0
1511,800.0
1668,560.0
1390,540.0
1645,940.0
1789,820.0
1781,760.0
1822,940.0
1346,620.0
1717,800.0
1364,440.0
1491,640.0
1802,1000.0
1374,640.0
1739,920.0
1520,820.0
1817,560.0
1562,660.0
1853,860.0
1568,780.0
1728,640.0
1549,640.0
1510,800.0
1459,620.0
1908,660.0
1766,820.0
1437,500.0
1533,600.0
1831,780.0
1889,820.0
1611,420.0
1763,920.0
1806,560.0
1607,780.0
1585,620.0
1886,660.0
1665,880.0
1496,460.0
1506,620.0
1310,400.0
1733,1200.0
1388,720.0
1574,920.0
1505,580.0
1602,500.0
1373,600.0
1672,400.0
1886,580.0
1384,540.0
1651,800.0
1605,600.0
1670,680.0
1562,660.0
1607,520.0
1518,420.0
1796,700.0
1793,880.0
1510,720.0
1364,440.0
2013,800.0
1751,760.0
1679,740.0
1833,760.0
1860,720.0
1472,520.0
1703,520.0
1568,940.0
1323,460.0
1497,540.0
1514,660.0
1676,680.0
1757,640.0
1498,620.0
1366,480.0
1697,580.0
1680,820.0
1994,500.0
1753,680.0
1505,620.0
1628,260.0
1655,600.0
1951,960.0
1297,580.0
1602,800.0
1547,700.0
1679,400.0
1729,720.0
1456,480.0
1525,540.0
1621,500.0
1698,320.0
1493,500.0
1469,600.0
1441,560.0
1625,880.0
1603,660.0
1633,700.0
1390,540.0
1471,520.0
1698,1000.0
1575,820.0
1363,540.0
1766,420.0
1496,460.0
1434,840.0
1660,680.0
1969,880.0
1482,540.0
1607,520.0
1750,780.0
1490,720.0
1483,700.0
1647,460.0
1650,880.0
1758,600.0
1676,720.0
1562,440.0
1416,620.0
1836,740.0
1653,660.0
1843,720.0
1558,500.0
1441,560.0
1695,620.0
1505,620.0
1510,440.0
1507,740.0
1436,440.0
1496,460.0
1590,640.0
1749,560.0
1610,540.0
1558,440.0
1727,580.0
1577,800.0
1505,560.0
1432,740.0
1726,620.0
1443,440.0
1823,640.0
1923,960.0
1604,640.0
1432,360.0
1466,320.0
1483,460.0
1562,440.0
1679,400.0
1299,420.0
1392,400.0
1736,800.0
1338,440.0
1497,500.0
1555,620.0
1474,420.0
1806,700.0
1746,500.0
1659,920.0
1543,500.0
1472,520.0
1533,640.0
